gender,event,medal,athlete,type,year,country
Women,Foil Individual A,Gold,PICOT Patricia,Fencing,2000,France
Women,Foil Individual A,Silver,ROZKRES Agnieszka,Fencing,2000,Poland
Women,Foil Individual A,Bronze,KRAJNYAK Zsuzsanna,Fencing,2000,Hungary
Women,Foil Individual B,Gold,WYRZYKOWSKA Marta,Fencing,2000,Poland
Women,Foil Individual B,Silver,WEBER-KRANZ Esther,Fencing,2000,Germany
Women,Foil Individual B,Bronze,VAN DE CAPPELLE Murielle,Fencing,2000,France
Men,Epee Team,Gold,MORE Cyril,Fencing,2000,France
Men,Epee Team,Gold,CITERNE Robert,Fencing,2000,France
Men,Epee Team,Gold,LACHAUD Christian,Fencing,2000,France
Men,Epee Team,Gold,ROSIER Jean,Fencing,2000,France
Men,Epee Team,Silver,BARTMANN Uwe,Fencing,2000,Germany
Men,Epee Team,Silver,LIPINSKI Wilfried,Fencing,2000,Germany
Men,Epee Team,Silver,MAYER Juergen,Fencing,2000,Germany
Men,Epee Team,Silver,SCHWARZ Udo,Fencing,2000,Germany
Men,Epee Team,Bronze,CHUNG Ting Ching,Fencing,2000,Hong Kong
Men,Epee Team,Bronze,KWONG Wai Ip,Fencing,2000,Hong Kong
Men,Epee Team,Bronze,TAI Yan Yun,Fencing,2000,Hong Kong
Men,Foil Team,Gold,CHAN Kam Loi,Fencing,2000,Hong Kong
Men,Foil Team,Gold,FUNG Ying Ki,Fencing,2000,Hong Kong
Men,Foil Team,Gold,HUI Charn Hung,Fencing,2000,Hong Kong
Men,Foil Team,Gold,KWONG Wai Ip,Fencing,2000,Hong Kong
Men,Foil Team,Silver,CZOP Piotr,Fencing,2000,Poland
Men,Foil Team,Silver,PENDER Dariusz,Fencing,2000,Poland
Men,Foil Team,Silver,STANCZUK Radoslaw,Fencing,2000,Poland
Men,Foil Team,Silver,WALISIEWICZ Tomasz,Fencing,2000,Poland
Men,Foil Team,Bronze,CECCANTI Soriano,Fencing,2000,Italy
Men,Foil Team,Bronze,MARI Gerardo,Fencing,2000,Italy
Men,Foil Team,Bronze,PELLEGRINI Alberto,Fencing,2000,Italy
Men,Foil Team,Bronze,SERAFINI Alberto,Fencing,2000,Italy
Men,Sabre Team,Gold,MORE Cyril,Fencing,2000,France
Men,Sabre Team,Gold,BESSEICHE Serge,Fencing,2000,France
Men,Sabre Team,Gold,DURAND Pascal,Fencing,2000,France
Men,Sabre Team,Gold,PACAULT Yvon,Fencing,2000,France
Men,Sabre Team,Silver,CZOP Piotr,Fencing,2000,Poland
Men,Sabre Team,Silver,JABLONSKI Arkadiusz,Fencing,2000,Poland
Men,Sabre Team,Silver,WALISIEWICZ Tomasz,Fencing,2000,Poland
Men,Sabre Team,Silver,WYSMIERSKI Robert,Fencing,2000,Poland
Men,Sabre Team,Bronze,CHAN Kam Loi,Fencing,2000,Hong Kong
Men,Sabre Team,Bronze,FUNG Ying Ki,Fencing,2000,Hong Kong
Men,Sabre Team,Bronze,HUI Charn Hung,Fencing,2000,Hong Kong
Men,Sabre Team,Bronze,TAI Yan Yun,Fencing,2000,Hong Kong
Women,Epee Team,Gold,POLASIK Jadwiga,Fencing,2000,Poland
Women,Epee Team,Gold,ROZKRES Agnieszka,Fencing,2000,Poland
Women,Epee Team,Gold,WYRZYKOWSKA Marta,Fencing,2000,Poland
Women,Epee Team,Silver,HILLINGER Carmen,Fencing,2000,Germany
Women,Epee Team,Silver,SCHWARZ Silke,Fencing,2000,Germany
Women,Epee Team,Silver,STOLLWERCK Waltraud,Fencing,2000,Germany
Women,Epee Team,Silver,WEBER-KRANZ Esther,Fencing,2000,Germany
Women,Epee Team,Bronze,BELGODERE Sophie,Fencing,2000,France
Women,Epee Team,Bronze,PICOT Patricia,Fencing,2000,France
Women,Epee Team,Bronze,VAN DE CAPPELLE Murielle,Fencing,2000,France
Women,Foil Team,Gold,POLASIK Jadwiga,Fencing,2000,Poland
Women,Foil Team,Gold,ROZKRES Agnieszka,Fencing,2000,Poland
Women,Foil Team,Gold,WYRZYKOWSKA Marta,Fencing,2000,Poland
Women,Foil Team,Silver,BELGODERE Sophie,Fencing,2000,France
Women,Foil Team,Silver,PICOT Patricia,Fencing,2000,France
Women,Foil Team,Silver,VAN DE CAPPELLE Murielle,Fencing,2000,France
Women,Foil Team,Bronze,HILLINGER Carmen,Fencing,2000,Germany
Women,Foil Team,Bronze,SCHWARZ Silke,Fencing,2000,Germany
Women,Foil Team,Bronze,STOLLWERCK Waltraud,Fencing,2000,Germany
Women,Foil Team,Bronze,WEBER-KRANZ Esther,Fencing,2000,Germany
Men,Epee Individual A,Gold,MORE Cyril,Fencing,2004,France
Men,Epee Individual A,Silver,STANCZUK Radoslaw,Fencing,2004,Poland
Men,Epee Individual A,Bronze,KWONG Wai Ip,Fencing,2004,Hong Kong
Men,Epee Individual B,Gold,KOMAR Andriy,Fencing,2004,Ukraine
Men,Epee Individual B,Silver,WYSMIERSKI Robert,Fencing,2004,Poland
Men,Epee Individual B,Bronze,RODGERS John,Fencing,2004,United States
Men,Foil Individual A,Gold,FUNG Ying Ki,Fencing,2004,Hong Kong
Men,Foil Individual A,Silver,ZHANG Lei,Fencing,2004,China
Men,Foil Individual A,Bronze,PENDER Dariusz,Fencing,2004,Poland
Men,Foil Individual B,Gold,HUI Charn Hung,Fencing,2004,Hong Kong
Men,Foil Individual B,Silver,CZOP Piotr,Fencing,2004,Poland
Men,Foil Individual B,Bronze,KOMAR Andriy,Fencing,2004,Ukraine
Men,Sabre Individual A,Gold,PELLEGRINI Alberto,Fencing,2004,Italy
Men,Sabre Individual A,Silver,MAKOWSKI Stefan,Fencing,2004,Poland
Men,Sabre Individual A,Bronze,JABLONSKI Arkadiusz,Fencing,2004,Poland
Men,Sabre Individual B,Gold,WYSMIERSKI Robert,Fencing,2004,Poland
Men,Sabre Individual B,Silver,HUI Charn Hung,Fencing,2004,Hong Kong
Men,Sabre Individual B,Bronze,SZEKERES Pal,Fencing,2004,Hungary
Women,Epee Individual A,Gold,YU Chui Yee,Fencing,2004,Hong Kong
Women,Epee Individual A,Silver,FAN Pui Shan,Fencing,2004,Hong Kong
Women,Epee Individual A,Bronze,KRAJNYAK Zsuzsanna,Fencing,2004,Hungary
Women,Epee Individual B,Gold,JANA Saysunee,Fencing,2004,Thailand
Women,Epee Individual B,Silver,CHAN Yui Chong,Fencing,2004,Hong Kong
Women,Epee Individual B,Bronze,WYRZYKOWSKA Marta,Fencing,2004,Poland
Women,Foil Individual A,Gold,YU Chui Yee,Fencing,2004,Hong Kong
Women,Foil Individual A,Silver,FAN Pui Shan,Fencing,2004,Hong Kong
Women,Foil Individual A,Bronze,PICOT Patricia,Fencing,2004,France
Women,Foil Individual B,Gold,CHAN Yui Chong,Fencing,2004,Hong Kong
Women,Foil Individual B,Silver,DANI Gyongyi,Fencing,2004,Hungary
Women,Foil Individual B,Bronze,JANA Saysunee,Fencing,2004,Thailand
Men,Epee Team,Gold,MORE Cyril,Fencing,2004,France
Men,Epee Team,Gold,CITERNE Robert,Fencing,2004,France
Men,Epee Team,Gold,LATRECHE Alim,Fencing,2004,France
Men,Epee Team,Gold,MAILLARD David,Fencing,2004,France
Men,Epee Team,Silver,JABLONSKI Arkadiusz,Fencing,2004,Poland
Men,Epee Team,Silver,PENDER Dariusz,Fencing,2004,Poland
Men,Epee Team,Silver,STANCZUK Radoslaw,Fencing,2004,Poland
Men,Epee Team,Silver,WYSMIERSKI Robert,Fencing,2004,Poland
Men,Epee Team,Bronze,ZHANG Lei,Fencing,2004,China
Men,Epee Team,Bronze,HU Daoliang,Fencing,2004,China
Men,Epee Team,Bronze,ZHANG Chong,Fencing,2004,China
Men,Foil Team,Gold,ZHANG Lei,Fencing,2004,China
Men,Foil Team,Gold,HU Daoliang,Fencing,2004,China
Men,Foil Team,Gold,ZHANG Chong,Fencing,2004,China
Men,Foil Team,Silver,CHAN Kam Loi,Fencing,2004,Hong Kong
Men,Foil Team,Silver,FUNG Ying Ki,Fencing,2004,Hong Kong
Men,Foil Team,Silver,HUI Charn Hung,Fencing,2004,Hong Kong
Men,Foil Team,Silver,KWONG Wai Ip,Fencing,2004,Hong Kong
Men,Foil Team,Bronze,CZOP Piotr,Fencing,2004,Poland
Men,Foil Team,Bronze,MAKOWSKI Stefan,Fencing,2004,Poland
Men,Foil Team,Bronze,PENDER Dariusz,Fencing,2004,Poland
Men,Foil Team,Bronze,WALISIEWICZ Tomasz,Fencing,2004,Poland
Men,Sabre Team,Gold,CHAN Kam Loi,Fencing,2004,Hong Kong
Men,Sabre Team,Gold,FUNG Ying Ki,Fencing,2004,Hong Kong
Men,Sabre Team,Gold,HUI Charn Hung,Fencing,2004,Hong Kong
Men,Sabre Team,Gold,TAI Yan Yun,Fencing,2004,Hong Kong
Men,Sabre Team,Silver,CZOP Piotr,Fencing,2004,Poland
Men,Sabre Team,Silver,JABLONSKI Arkadiusz,Fencing,2004,Poland
Men,Sabre Team,Silver,MAKOWSKI Stefan,Fencing,2004,Poland
Men,Sabre Team,Silver,WYSMIERSKI Robert,Fencing,2004,Poland
Men,Sabre Team,Bronze,MORE Cyril,Fencing,2004,France
Men,Sabre Team,Bronze,DURAND Pascal,Fencing,2004,France
Men,Sabre Team,Bronze,EL ASSINE Moez,Fencing,2004,France
Women,Epee Team,Gold,CHAN Yui Chong,Fencing,2004,Hong Kong
Women,Epee Team,Gold,FAN Pui Shan,Fencing,2004,Hong Kong
Women,Epee Team,Gold,WONG Kit Mui,Fencing,2004,Hong Kong
Women,Epee Team,Gold,YU Chui Yee,Fencing,2004,Hong Kong
Women,Epee Team,Silver,DANI Gyongyi,Fencing,2004,Hungary
Women,Epee Team,Silver,JURAK Andrea,Fencing,2004,Hungary
Women,Epee Team,Silver,KRAJNYAK Zsuzsanna,Fencing,2004,Hungary
Women,Epee Team,Silver,PALFI Judit,Fencing,2004,Hungary
Women,Epee Team,Bronze,ASSMANN Emmanuelle,Fencing,2004,France
Women,Epee Team,Bronze,MAGNAT Sylvie,Fencing,2004,France
Women,Epee Team,Bronze,MEYER Sylviane,Fencing,2004,France
Women,Epee Team,Bronze,PICOT Patricia,Fencing,2004,France
Women,Foil Team,Gold,CHAN Yui Chong,Fencing,2004,Hong Kong
Women,Foil Team,Gold,FAN Pui Shan,Fencing,2004,Hong Kong
Women,Foil Team,Gold,WONG Kit Mui,Fencing,2004,Hong Kong
Women,Foil Team,Gold,YU Chui Yee,Fencing,2004,Hong Kong
Women,Foil Team,Silver,DANI Gyongyi,Fencing,2004,Hungary
Women,Foil Team,Silver,JURAK Andrea,Fencing,2004,Hungary
Women,Foil Team,Silver,KRAJNYAK Zsuzsanna,Fencing,2004,Hungary
Women,Foil Team,Silver,PALFI Judit,Fencing,2004,Hungary
Women,Foil Team,Bronze,FRELIK Renata,Fencing,2004,Poland
Women,Foil Team,Bronze,POLASIK Jadwiga,Fencing,2004,Poland
Women,Foil Team,Bronze,WITOS Dagmara,Fencing,2004,Poland
Women,Foil Team,Bronze,WYRZYKOWSKA Marta,Fencing,2004,Poland
Men,Epee Individual A,Gold,TIAN Jianquan,Fencing,2008,China
Men,Epee Individual A,Silver,ZHANG Lei,Fencing,2008,China
Men,Epee Individual A,Bronze,STANCZUK Radoslaw,Fencing,2008,Poland
Men,Epee Individual B,Gold,HU Daoliang,Fencing,2008,China
Men,Epee Individual B,Silver,BEZYAZYCHNY Mikalai,Fencing,2008,Belarus
Men,Epee Individual B,Bronze,SHENKEVYCH Serhiy,Fencing,2008,Ukraine
Men,Foil Individual A,Gold,YE Ruyi,Fencing,2008,China
Men,Foil Individual A,Silver,ZHANG Lei,Fencing,2008,China
Men,Foil Individual A,Bronze,PENDER Dariusz,Fencing,2008,Poland
Men,Foil Individual B,Gold,HU Daoliang,Fencing,2008,China
Men,Foil Individual B,Silver,FRANCOIS Laurent,Fencing,2008,France
Men,Foil Individual B,Bronze,SZEKERES Pal,Fencing,2008,Hungary
Men,Sabre Individual A,Gold,YE Ruyi,Fencing,2008,China
Men,Sabre Individual A,Silver,TIAN Jianquan,Fencing,2008,China
Men,Sabre Individual A,Bronze,PELLEGRINI Alberto,Fencing,2008,Italy
Men,Sabre Individual B,Gold,FRANCOIS Laurent,Fencing,2008,France
Men,Sabre Individual B,Silver,HUI Charn Hung,Fencing,2008,Hong Kong
Men,Sabre Individual B,Bronze,SHENKEVYCH Serhiy,Fencing,2008,Ukraine
Women,Epee Individual A,Gold,ZHANG Chuncui,Fencing,2008,China
Women,Epee Individual A,Silver,YU Chui Yee,Fencing,2008,Hong Kong
Women,Epee Individual A,Bronze,FAN Pui Shan,Fencing,2008,Hong Kong
Women,Epee Individual B,Gold,CHAN Yui Chong,Fencing,2008,Hong Kong
Women,Epee Individual B,Silver,YAO Fang,Fencing,2008,China
Women,Epee Individual B,Bronze,JANA Saysunee,Fencing,2008,Thailand
Women,Foil Individual A,Gold,YU Chui Yee,Fencing,2008,Hong Kong
Women,Foil Individual A,Silver,ZHANG Chuncui,Fencing,2008,China
Women,Foil Individual A,Bronze,FAN Pui Shan,Fencing,2008,Hong Kong
Women,Foil Individual B,Gold,CHAN Yui Chong,Fencing,2008,Hong Kong
Women,Foil Individual B,Silver,YAO Fang,Fencing,2008,China
Women,Foil Individual B,Bronze,YE Hua,Fencing,2008,China
Men,Epee Individual Cat. A,Gold,PENDER Dariusz,Fencing,2012,Poland
Men,Epee Individual Cat. A,Silver,NOBLE Romain,Fencing,2012,France
Men,Epee Individual Cat. A,Bronze,BETTI Matteo,Fencing,2012,Italy
Men,Epee Individual Cat. B,Gold,SILVA GUISSONE Jovane,Fencing,2012,Brazil
Men,Epee Individual Cat. B,Silver,TAM Chik Sum,Fencing,2012,Hong Kong
Men,Epee Individual Cat. B,Bronze,LATRECHE Alim,Fencing,2012,France
Men,Foil Individual Cat. A,Gold,YE Ruyi,Fencing,2012,China
Men,Foil Individual Cat. A,Silver,CHEN Yijun,Fencing,2012,China
Men,Foil Individual Cat. A,Bronze,OSVATH Richard,Fencing,2012,Hungary
Men,Foil Individual Cat. B,Gold,HU Daoliang,Fencing,2012,China
Men,Foil Individual Cat. B,Silver,DATSKO Anton,Fencing,2012,Ukraine
Men,Foil Individual Cat. B,Bronze,LATRECHE Alim,Fencing,2012,France
Men,Sabre Individual Cat. A,Gold,CHEN Yijun,Fencing,2012,China
Men,Sabre Individual Cat. A,Silver,TIAN Jianquan,Fencing,2012,China
Men,Sabre Individual Cat. A,Bronze,CHAN Wing Kin,Fencing,2012,Hong Kong
Men,Sabre Individual Cat. B,Gold,PLUTA Grzegorz,Fencing,2012,Poland
Men,Sabre Individual Cat. B,Silver,CRATERE Marc-Andre,Fencing,2012,France
Men,Sabre Individual Cat. B,Bronze,SARRI Alessio,Fencing,2012,Italy
Women,Epee Individual Cat. A,Gold,YU Chui Yee,Fencing,2012,Hong Kong
Women,Epee Individual Cat. A,Silver,KRAJNYAK Zsuzsanna,Fencing,2012,Hungary
Women,Epee Individual Cat. A,Bronze,WU Baili,Fencing,2012,China
Women,Epee Individual Cat. B,Gold,JANA Saysunee,Fencing,2012,Thailand
Women,Epee Individual Cat. B,Silver,BRIESE-BAETKE Simone,Fencing,2012,Germany
Women,Epee Individual Cat. B,Bronze,CHAN Yui Chong,Fencing,2012,Hong Kong
Women,Foil Individual Cat. A,Gold,YU Chui Yee,Fencing,2012,Hong Kong
Women,Foil Individual Cat. A,Silver,WU Baili,Fencing,2012,China
Women,Foil Individual Cat. A,Bronze,KRAJNYAK Zsuzsanna,Fencing,2012,Hungary
Women,Foil Individual Cat. B,Gold,YAO Fang,Fencing,2012,China
Women,Foil Individual Cat. B,Silver,DANI Gyongyi,Fencing,2012,Hungary
Women,Foil Individual Cat. B,Bronze,MAKOWSKA Marta,Fencing,2012,Poland
Men,Foil Team Cat. Open,Gold,CHEN Yijun,Fencing,2012,China
Men,Foil Team Cat. Open,Gold,HU Daoliang,Fencing,2012,China
Men,Foil Team Cat. Open,Gold,YE Ruyi,Fencing,2012,China
Men,Foil Team Cat. Open,Silver,LATRECHE Alim,Fencing,2012,France
Men,Foil Team Cat. Open,Silver,LEMOINE Ludovic,Fencing,2012,France
Men,Foil Team Cat. Open,Silver,TOKATLIAN Damien,Fencing,2012,France
Men,Foil Team Cat. Open,Bronze,CHAN Wing Kin,Fencing,2012,Hong Kong
Men,Foil Team Cat. Open,Bronze,CHUNG Ting Ching,Fencing,2012,Hong Kong
Men,Foil Team Cat. Open,Bronze,WONG Tang Tat,Fencing,2012,Hong Kong
Women,Epee Team Cat. Open,Gold,RONG Jing,Fencing,2012,China
