gender,event,medal,athlete,type,year,country
Men,High Jump A6,Silver,HOLCOMBE Brett,Athletics,1984,Australia
Men,High Jump B3,Bronze,LAWTON Warren,Athletics,1984,Australia
Men,Long Jump B2,Gold,OZAKI Mineho,Athletics,1984,Japan
Men,Shot Put B1,Silver,BENGSTON Jan,Athletics,1984,Norway
Women,Long Jump A2,Gold,DICKS Evelyn,Athletics,1984,Great Britain
Women,Precision Throw C1,Silver,DEMAROIS Candy,Athletics,1984,United States
Men,4x100 m 1A-1C,Silver,KAISER Werner,Athletics,1984,Switzerland
Men,4x100 m 1A-1C,Silver,KUESCHALL Rainer,Athletics,1984,Switzerland
Men,4x100 m 1A-1C,Silver,SCHMID Peter,Athletics,1984,Switzerland
Men,4x100 m 1A-1C,Silver,WALTER Eric,Athletics,1984,Switzerland
Women,4x400 m 2-5,Bronze,BALSAMO Milena,Athletics,1984,Italy
Women,4x400 m 2-5,Bronze,BULLERI Sabrina,Athletics,1984,Italy
Women,4x400 m 2-5,Bronze,VARANO Tina,Athletics,1984,Italy
Men,100 m 1A,Gold,LUBBERING Hans,Athletics,1988,Federal Republic of Germany
Men,100 m 1A,Silver,DODSON Bart,Athletics,1988,United States
Men,100 m 1A,Bronze,KUESCHALL Rainer,Athletics,1988,Switzerland
Men,100 m 1B,Gold,CARRUTHERS Peter,Athletics,1988,Great Britain
Men,100 m 1B,Silver,VALLELONGA Vincenzo,Athletics,1988,Australia
Men,100 m 1B,Bronze,FURBISH William,Athletics,1988,United States
Men,100 m 1C,Gold,DORMAN Randy,Athletics,1988,United States
Men,100 m 1C,Silver,BEAUDOIN Andre,Athletics,1988,Canada
Men,100 m 1C,Bronze,DUYVESTIJN Theo,Athletics,1988,Netherlands
Men,100 m A5A7,Gold,SZLEZAK Jerzy,Athletics,1988,Poland
Men,100 m A5A7,Silver,BERGAMO Matthias,Athletics,1988,Federal Republic of Germany
Men,100 m A5A7,Bronze,QIU Xuewen,Athletics,1988,China
Men,100 m A2A9,Gold,SCHAFFHAUSER Todd,Athletics,1988,United States
Men,100 m A2A9,Silver,MCGREGOR Kerrod,Athletics,1988,Australia
Men,100 m A2A9,Bronze,SIEGL Andreas,Athletics,1988,Austria
Men,100 m A4A9,Gold,OEHLER Dennis,Athletics,1988,United States
Men,100 m A4A9,Silver,LOWE Adrian,Athletics,1988,Australia
Men,100 m A4A9,Bronze,BARRETT Robert,Athletics,1988,Great Britain
Men,100 m A6A8A9L4,Gold,COULTAS Nigel,Athletics,1988,Great Britain
Men,100 m A6A8A9L4,Silver,WIEBE William,Athletics,1988,Canada
Men,100 m A6A8A9L4,Bronze,NUGENT Rodney,Athletics,1988,Australia
Men,100 m A1-3A9L2,Gold,WESTLEY Daniel,Athletics,1988,Canada
Men,100 m A1-3A9L2,Silver,BADID Mustapha,Athletics,1988,France
Men,100 m A1-3A9L2,Bronze,ERICSSON Hakan,Athletics,1988,Sweden
Men,100 m B1,Gold,RIABOCHTAN Victor,Athletics,1988,Soviet Union
Men,100 m B1,Silver,SEVASTIANOV Sergei,Athletics,1988,Soviet Union
Men,100 m B1,Bronze,MINAMI Yukio,Athletics,1988,Japan
Men,100 m B2,Gold,MOKHIR Alexandre,Athletics,1988,Soviet Union
Men,100 m B2,Silver,ASBURY Andre,Athletics,1988,United States
Men,100 m B2,Bronze,PAZ Marcelino,Athletics,1988,Spain
Men,100 m B3,Gold,GOODMAN David,Athletics,1988,Australia
Men,100 m B3,Silver,MEHLMANN Uwe,Athletics,1988,Federal Republic of Germany
Men,100 m B3,Bronze,MANGANARO Aldo,Athletics,1988,Italy
Men,100 m C2,Gold,OSBORN David,Athletics,1988,United States
Men,100 m C2,Silver,JUSTESEN Mogens,Athletics,1988,Denmark
Men,100 m C2,Bronze,JORDAN Darrin,Athletics,1988,Ireland
Men,100 m C3,Gold,BONE Jamie,Athletics,1988,Canada
Men,100 m C3,Silver,BOMAN Par,Athletics,1988,Sweden
Men,100 m C3,Bronze,SEVERIN David,Athletics,1988,Canada
Men,100 m C4-5,Gold,EASTON Robert,Athletics,1988,Canada
Men,100 m C4-5,Silver,JOHNER Michael,Athletics,1988,Canada
Men,100 m C4-5,Bronze,LARSON David,Athletics,1988,United States
Men,100 m C6,Gold,THOMSEN Henrik,Athletics,1988,Denmark
Men,100 m C6,Silver,KEAY Colin,Athletics,1988,Great Britain
Men,100 m C6,Bronze,MATSUI Naoki,Athletics,1988,Japan
Men,100 m C7,Gold,GUNNARSSON Haukur,Athletics,1988,Iceland
Men,100 m C7,Silver,BAPTE Michel,Athletics,1988,France
Men,100 m C7,Bronze,CHEUNG Yiu Cheung,Athletics,1988,Hong Kong
Men,100 m C8,Gold,SON Hoon,Athletics,1988,South Korea
Men,100 m C8,Silver,REBELO Jose,Athletics,1988,Portugal
Men,100 m C8,Bronze,DIETI Thomas,Athletics,1988,United States
Men,100 m 2,Gold,MARKLEIN Errol,Athletics,1988,Federal Republic of Germany
Men,100 m 2,Silver,QUESSY Marc,Athletics,1988,Canada
Men,100 m 2,Bronze,GIBSON Bob,Athletics,1988,United States
Men,100 m 3,Gold,FIGL Robert,Athletics,1988,Federal Republic of Germany
Men,100 m 3,Silver,LOFSTROM Lars,Athletics,1988,Sweden
Men,100 m 3,Bronze,HONG DukHo,Athletics,1988,South Korea
Men,100 m 4,Gold,YU Hee Sang,Athletics,1988,South Korea
Men,100 m 4,Silver,KLEINHEERENBRINK Jan,Athletics,1988,Netherlands
Men,100 m 4,Bronze,KIM Byung Woo,Athletics,1988,South Korea
Men,100 m 5-6,Gold,LEE Bong Ho,Athletics,1988,South Korea
Men,100 m 5-6,Silver,SULTAN Adel,Athletics,1988,Bahrain
Men,100 m 5-6,Bronze,LOIVEIRA DA SILVA Iranilson,Athletics,1988,Brazil
Men,200 m 1A,Gold,LUBBERING Hans,Athletics,1988,Federal Republic of Germany
Men,200 m 1A,Silver,OBERT Gunther,Athletics,1988,Federal Republic of Germany
Men,200 m 1A,Bronze,FORNI Giuseppe,Athletics,1988,Switzerland
Men,200 m 1B,Gold,RAYMOND Serge,Athletics,1988,Canada
Men,200 m 1B,Silver,MATTSSON Jan-Owe,Athletics,1988,Sweden
Men,200 m 1B,Bronze,FROENDT Bruce,Athletics,1988,United States
Men,200 m 1C,Gold,BEAUDOIN Andre,Athletics,1988,Canada
Men,200 m 1C,Silver,MINIFIE Stuart,Athletics,1988,New Zealand
Men,200 m 1C,Bronze,RAY Darrell,Athletics,1988,United States
Men,200 m A5A7,Gold,SZLEZAK Jerzy,Athletics,1988,Poland
Men,200 m A5A7,Silver,BERGAMO Matthias,Athletics,1988,Federal Republic of Germany
Men,200 m A5A7,Bronze,QIU Xuewen,Athletics,1988,China
Men,200 m A4A9,Gold,OEHLER Dennis,Athletics,1988,United States
Men,200 m A4A9,Silver,LOWE Adrian,Athletics,1988,Australia
Men,200 m A4A9,Bronze,BARRETT Robert,Athletics,1988,Great Britain
Men,200 m A6A8A9L4,Gold,COULTAS Nigel,Athletics,1988,Great Britain
Men,200 m A6A8A9L4,Silver,JAUHIAINEN Harri,Athletics,1988,Finland
Men,200 m A6A8A9L4,Bronze,NUGENT Rodney,Athletics,1988,Australia
Men,200 m A1-3A9L2,Gold,BADID Mustapha,Athletics,1988,France
Men,200 m A1-3A9L2,Silver,WESLEY Daniel,Athletics,1988,Canada
Men,200 m A1-3A9L2,Bronze,ERICSSON Hakan,Athletics,1988,Sweden
Men,200 m C2,Gold,OSBORN David,Athletics,1988,United States
Men,200 m C2,Silver,JORDAN Darrin,Athletics,1988,Ireland
Men,200 m C2,Bronze,JUSTESEN Mogens,Athletics,1988,Denmark
Men,200 m C3,Gold,BONE Jamie,Athletics,1988,Canada
Men,200 m C3,Silver,RIVERA Rene,Athletics,1988,United States
Men,200 m C3,Bronze,BOMAN Par,Athletics,1988,Sweden
Men,200 m C4-5,Gold,EASTON Robert,Athletics,1988,Canada
Men,200 m C4-5,Silver,VENDETTI Gino,Athletics,1988,Canada
Men,200 m C4-5,Bronze,JOHNER Michael,Athletics,1988,Canada
Men,200 m C6,Gold,KEAY Colin,Athletics,1988,Great Britain
Men,200 m C6,Silver,THOMSEN Henrik,Athletics,1988,Denmark
Men,200 m C6,Bronze,ROBERTSON Gordon,Athletics,1988,Great Britain
Men,200 m C7,Gold,HILL Bradley,Athletics,1988,Australia
Men,200 m C7,Silver,KANG Sung Kook,Athletics,1988,South Korea
Men,200 m C7,Bronze,GUNNARSSON Haukur,Athletics,1988,Iceland
Men,200 m C8,Gold,SON Hoon,Athletics,1988,South Korea
Men,200 m C8,Silver,REBELO Jose,Athletics,1988,Portugal
Men,200 m C8,Bronze,BIANCUCCI Robert,Athletics,1988,Australia
Men,200 m 2,Gold,MARKLEIN Errol,Athletics,1988,Federal Republic of Germany
Men,200 m 2,Silver,PETERSEN Wolfgang,Athletics,1988,Federal Republic of Germany
Men,200 m 2,Bronze,NUGENT Michael,Athletics,1988,Australia
Men,200 m 3,Gold,LOFSTROM Lars,Athletics,1988,Sweden
Men,200 m 3,Silver,VAN WINKEL Paul,Athletics,1988,Belgium
Men,200 m 3,Bronze,FIGL Robert,Athletics,1988,Federal Republic of Germany
Men,200 m 4,Gold,KLEINHEERENBRINK Jan,Athletics,1988,Netherlands
Men,200 m 4,Silver,MENDOZA HERNANDEZ Saul,Athletics,1988,Mexico
Men,200 m 4,Bronze,GORDIAN MARTINEZ Aaron,Athletics,1988,Mexico
Men,200 m 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,200 m 5-6,Silver,LEE Bong Ho,Athletics,1988,South Korea
Men,200 m 5-6,Bronze,RIOS Jose Manuel,Athletics,1988,Mexico
Men,400 m 1A,Gold,OBERT Gunther,Athletics,1988,Federal Republic of Germany
Men,400 m 1A,Silver,LUBBERING Hans,Athletics,1988,Federal Republic of Germany
Men,400 m 1A,Bronze,KOEBERLE Heinrich,Athletics,1988,Federal Republic of Germany
Men,400 m 1B,Gold,GEREIN Clayton,Athletics,1988,Canada
Men,400 m 1B,Silver,STUBEL Daryl,Athletics,1988,Canada
Men,400 m 1B,Bronze,MATTSSON Jan-Owe,Athletics,1988,Sweden
Men,400 m 1C,Gold,WORTHINGTON Jeff,Athletics,1988,United States
Men,400 m 1C,Silver,BEAUDOIN Andre,Athletics,1988,Canada
Men,400 m 1C,Bronze,RAY Darrell,Athletics,1988,United States
Men,400 m A5A7,Gold,TIESSEN Jeff,Athletics,1988,Canada
Men,400 m A5A7,Silver,SZLEZAK Jerzy,Athletics,1988,Poland
Men,400 m A5A7,Bronze,ADZIC Slobodan,Athletics,1988,Yugoslavia
Men,400 m A4A9,Gold,OEHLER Dennis,Athletics,1988,United States
Men,400 m A4A9,Silver,LOWE Adrian,Athletics,1988,Australia
Men,400 m A4A9,Bronze,O'SULLIVAN Andrew,Athletics,1988,Australia
Men,400 m A6A8A9L4,Gold,JAUHIAINEN Harri,Athletics,1988,Finland
Men,400 m A6A8A9L4,Silver,COULTAS Nigel,Athletics,1988,Great Britain
Men,400 m A6A8A9L4,Bronze,KIM Duk Ki,Athletics,1988,South Korea
Men,400 m A1-3A9L2,Gold,ERICSSON Hakan,Athletics,1988,Sweden
Men,400 m A1-3A9L2,Silver,WESLEY Daniel,Athletics,1988,Canada
Men,400 m A1-3A9L2,Bronze,VINCE Ted,Athletics,1988,Canada
Men,400 m B1,Gold,RIABOCHTAN Victor,Athletics,1988,Soviet Union
Men,400 m B1,Silver,GUALBERTO Cesar Antonio,Athletics,1988,Brazil
Men,400 m B1,Bronze,COSTA Clavno,Athletics,1988,Italy
Men,400 m B2,Gold,PRALL Kurt,Athletics,1988,Austria
Men,400 m B2,Silver,RIBERIO Elmo,Athletics,1988,Brazil
Men,400 m B2,Bronze,POMYKALOV A.,Athletics,1988,Soviet Union
Men,400 m B3,Gold,BUTLER Simon,Athletics,1988,Great Britain
Men,400 m B3,Silver,PEGRAM Brian,Athletics,1988,United States
Men,400 m B3,Bronze,WALSH Jason,Athletics,1988,Australia
Men,400 m C2,Gold,OSBORN David,Athletics,1988,United States
Men,400 m C2,Silver,JUSTESEN Mogens,Athletics,1988,Denmark
Men,400 m C2,Bronze,JORDAN Darrin,Athletics,1988,Ireland
Men,400 m C3,Gold,BONE Jamie,Athletics,1988,Canada
Men,400 m C3,Silver,RIVERA Rene,Athletics,1988,United States
Men,400 m C3,Bronze,SEVERIN David,Athletics,1988,Canada
Men,400 m C4-5,Gold,EASTON Robert,Athletics,1988,Canada
Men,400 m C4-5,Silver,VENDETTI Gino,Athletics,1988,Canada
Men,400 m C4-5,Bronze,LARSON David,Athletics,1988,United States
Men,400 m C6,Gold,KEAY Colin,Athletics,1988,Great Britain
Men,400 m C6,Silver,ROBERTSON Gordon,Athletics,1988,Great Britain
Men,400 m C6,Bronze,ELABED Monaam,Athletics,1988,Tunisia
Men,400 m C7,Gold,KANG Sung Kook,Athletics,1988,South Korea
Men,400 m C7,Silver,HILL Bradley,Athletics,1988,Australia
Men,400 m C7,Bronze,GUNNARSSON Haukur,Athletics,1988,Iceland
Men,400 m C8,Gold,DIETZ Thomas,Athletics,1988,United States
Men,400 m C8,Silver,BIANCUCCI Robert,Athletics,1988,Australia
Men,400 m C8,Bronze,REBELO Jose,Athletics,1988,Portugal
Men,400 m 2,Gold,MARKLEIN Errol,Athletics,1988,Federal Republic of Germany
Men,400 m 2,Silver,ESPINOSA Richard,Athletics,1988,United States
Men,400 m 2,Bronze,HALLAM Chris,Athletics,1988,Great Britain
Men,400 m 3,Gold,VAN WINKEL Paul,Athletics,1988,Belgium
Men,400 m 3,Silver,FIGL Robert,Athletics,1988,Federal Republic of Germany
Men,400 m 3,Bronze,LOFSTROM Lars,Athletics,1988,Sweden
Men,400 m 4,Gold,AMAROUCHE Farid,Athletics,1988,France
Men,400 m 4,Silver,KEEN Roelof,Athletics,1988,Netherlands
Men,400 m 4,Bronze,KLEINHEERENBRINK Jan,Athletics,1988,Netherlands
Men,400 m 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,400 m 5-6,Silver,ANDERSON John,Athletics,1988,United States
Men,400 m 5-6,Bronze,LEE Bong Ho,Athletics,1988,South Korea
Men,800 m 1A,Gold,OBERT Gunther,Athletics,1988,Federal Republic of Germany
Men,800 m 1A,Silver,LUBBERING Hans,Athletics,1988,Federal Republic of Germany
Men,800 m 1A,Bronze,KOEBERLE Heinrich,Athletics,1988,Federal Republic of Germany
Men,800 m 1B,Gold,GEREIN Clayton,Athletics,1988,Canada
Men,800 m 1B,Silver,SCHMID Peter,Athletics,1988,Switzerland
Men,800 m 1B,Bronze,MATTSSON Jan-Owe,Athletics,1988,Sweden
Men,800 m 1C,Gold,WORTHINGTON Jeff,Athletics,1988,United States
Men,800 m 1C,Silver,BREWER John,Athletics,1988,United States
Men,800 m 1C,Bronze,BEAUDOIN Andre,Athletics,1988,Canada
Men,800 m A6A8A9L4,Gold,MARIN Angel,Athletics,1988,Spain
Men,800 m A6A8A9L4,Silver,JAUHIAINEN Harri,Athletics,1988,Finland
Men,800 m A6A8A9L4,Bronze,ARVIER Jean-Yves,Athletics,1988,France
Men,800 m A1-3A9L2,Gold,WESTLEY Daniel,Athletics,1988,Canada
Men,800 m A1-3A9L2,Silver,ERICSSON Hakan,Athletics,1988,Sweden
Men,800 m A1-3A9L2,Bronze,ORR Kevin,Athletics,1988,United States
Men,800 m B1,Gold,MATTHEWS Robert,Athletics,1988,Great Britain
Men,800 m B1,Silver,COSTA Clavno,Athletics,1988,Italy
Men,800 m B1,Bronze,MYETTE Keith,Athletics,1988,Canada
Men,800 m B2,Gold,THATCHER Noel,Athletics,1988,Great Britain
Men,800 m B2,Silver,POMYKALOV A.,Athletics,1988,Soviet Union
Men,800 m B2,Bronze,PAVON Michel,Athletics,1988,France
Men,800 m B3,Gold,HAMILTON Anthony,Athletics,1988,Great Britain
Men,800 m B3,Silver,TIMERBOULATOV Farzat,Athletics,1988,Soviet Union
Men,800 m B3,Bronze,BRANCH Tyrone,Athletics,1988,United States
Men,800 m C2,Gold,OSBORN David,Athletics,1988,United States
Men,800 m C2,Silver,JUSTESEN Mogens,Athletics,1988,Denmark
Men,800 m C2,Bronze,THOMAS Ken,Athletics,1988,Canada
Men,800 m C7,Gold,GOVAERTS Benny,Athletics,1988,Belgium
Men,800 m C7,Silver,KANG Sung Kook,Athletics,1988,South Korea
Men,800 m C7,Bronze,MEARNS Robert,Athletics,1988,Canada
Men,800 m C8,Gold,BIANCUCCI Robert,Athletics,1988,Australia
Men,800 m C8,Silver,PITTMAN Keith,Athletics,1988,United States
Men,800 m C8,Bronze,SALMERON Javier,Athletics,1988,Spain
Men,800 m 2,Gold,CLARK Paul,Athletics,1988,Canada
Men,800 m 2,Silver,FREI Heinz,Athletics,1988,Switzerland
Men,800 m 2,Bronze,PETERSEN Wolfgang,Athletics,1988,Federal Republic of Germany
Men,800 m 3,Gold,VAN WINKEL Paul,Athletics,1988,Belgium
Men,800 m 3,Silver,LOFSTROM Lars,Athletics,1988,Sweden
Men,800 m 3,Bronze,VIGER Andre,Athletics,1988,Canada
Men,800 m 4,Gold,IBARRA Rafael,Athletics,1988,United States
Men,800 m 4,Silver,AMAROUCHE Farid,Athletics,1988,France
Men,800 m 4,Bronze,MENDOZA HERNANDEZ Saul,Athletics,1988,Mexico
Men,800 m 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,800 m 5-6,Silver,ANDERSON John,Athletics,1988,United States
Men,800 m 5-6,Bronze,ADAMS Jeff,Athletics,1988,Canada
Men,1500 m 1A,Gold,KOEBERLE Heinrich,Athletics,1988,Federal Republic of Germany
Men,1500 m 1A,Silver,OBERT Gunther,Athletics,1988,Federal Republic of Germany
Men,1500 m 1A,Bronze,DODSON Bart,Athletics,1988,United States
Men,1500 m 1B,Gold,RAYMOND Serge,Athletics,1988,Canada
Men,1500 m 1B,Silver,GEREIN Clayton,Athletics,1988,Canada
Men,1500 m 1B,Bronze,SCHMID Peter,Athletics,1988,Switzerland
Men,1500 m 1C,Gold,WORTHINGTON Jeff,Athletics,1988,United States
Men,1500 m 1C,Silver,BREWER John,Athletics,1988,United States
Men,1500 m 1C,Bronze,DUFTY Alan,Athletics,1988,Australia
Men,1500 m A6A8A9L4,Gold,MARIN Angel,Athletics,1988,Spain
Men,1500 m A6A8A9L4,Silver,PIRTTIJARVI Kai,Athletics,1988,Finland
Men,1500 m A6A8A9L4,Bronze,ADZIC Slobodan,Athletics,1988,Yugoslavia
Men,1500 m A1-3A9L2,Gold,BADID Mustapha,Athletics,1988,France
Men,1500 m A1-3A9L2,Silver,WESTLEY Daniel,Athletics,1988,Canada
Men,1500 m A1-3A9L2,Bronze,COUPRIE Philippe,Athletics,1988,France
Men,1500 m B1,Gold,MATTHEWS Robert,Athletics,1988,Great Britain
Men,1500 m B1,Silver,LOEVAAS Terje,Athletics,1988,Norway
Men,1500 m B1,Bronze,KIBUUKA Tofiri,Athletics,1988,Norway
Men,1500 m B2,Gold,RUIZ Mariano,Athletics,1988,Spain
Men,1500 m B2,Silver,THATCHER Noel,Athletics,1988,Great Britain
Men,1500 m B2,Bronze,PAVON Michel,Athletics,1988,France
Men,1500 m B3,Gold,HAMILTON Anthony,Athletics,1988,Great Britain
Men,1500 m B3,Silver,TIMERBOULATOV Farzat,Athletics,1988,Soviet Union
Men,1500 m B3,Bronze,BRANCH Tyrone,Athletics,1988,United States
Men,1500 m C7,Gold,GOVAERTS Benny,Athletics,1988,Belgium
Men,1500 m C7,Silver,KOCMUT Rudolf,Athletics,1988,Yugoslavia
Men,1500 m C7,Bronze,MEARNS Robert,Athletics,1988,Canada
Men,1500 m C8,Gold,LEHTO Ari,Athletics,1988,Finland
Men,1500 m C8,Silver,MCGUINNESS John,Athletics,1988,Ireland
Men,1500 m C8,Bronze,SYNDERCOMBE Stephen,Athletics,1988,Great Britain
Men,1500 m 2,Gold,FREI Heinz,Athletics,1988,Switzerland
Men,1500 m 2,Silver,CLARK Paul,Athletics,1988,Canada
Men,1500 m 2,Bronze,PETERSEN Wolfgang,Athletics,1988,Federal Republic of Germany
Men,1500 m 3,Gold,LOFSTROM Lars,Athletics,1988,Sweden
Men,1500 m 3,Silver,VAN WINKEL Paul,Athletics,1988,Belgium
Men,1500 m 3,Bronze,GOLOMBEK Gregor,Athletics,1988,Federal Republic of Germany
Men,1500 m 4,Gold,AMAROUCHE Farid,Athletics,1988,France
Men,1500 m 4,Silver,POITEVIN Jean Francois,Athletics,1988,France
Men,1500 m 4,Bronze,COURTNEY Robert,Athletics,1988,United States
Men,1500 m 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,1500 m 5-6,Silver,ANDERSON John,Athletics,1988,United States
Men,1500 m 5-6,Bronze,ADAMS Jeff,Athletics,1988,Canada
Men,5000 m 1A,Gold,KOEBERLE Heinrich,Athletics,1988,Federal Republic of Germany
Men,5000 m 1A,Silver,LUBBERING Hans,Athletics,1988,Federal Republic of Germany
Men,5000 m 1A,Bronze,OBERT Gunther,Athletics,1988,Federal Republic of Germany
Men,5000 m 1B,Gold,GEREIN Clayton,Athletics,1988,Canada
Men,5000 m 1B,Silver,MATTSSON Jan-Owe,Athletics,1988,Sweden
Men,5000 m 1B,Bronze,SCHMID Peter,Athletics,1988,Switzerland
Men,5000 m 1C,Gold,WORTHINGTON Jeff,Athletics,1988,United States
Men,5000 m 1C,Silver,KASTNER Johann,Athletics,1988,Federal Republic of Germany
Men,5000 m 1C,Bronze,ADDARIS Carmelo,Athletics,1988,Italy
Men,5000 m A6A8A9L4,Gold,MARIN Angel,Athletics,1988,Spain
Men,5000 m A6A8A9L4,Silver,HWANG Hyun Sik,Athletics,1988,South Korea
Men,5000 m A6A8A9L4,Bronze,ADZIC Slobodan,Athletics,1988,Yugoslavia
Men,5000 m A1-3A9L2,Gold,BADID Mustapha,Athletics,1988,France
Men,5000 m A1-3A9L2,Silver,WESTLEY Daniel,Athletics,1988,Canada
Men,5000 m A1-3A9L2,Bronze,ORR Kevin,Athletics,1988,United States
Men,5000 m B1,Gold,MATTHEWS Robert,Athletics,1988,Great Britain
Men,5000 m B1,Silver,KIBUUKA Tofiri,Athletics,1988,Norway
Men,5000 m B1,Bronze,LOEVAAS Terje,Athletics,1988,Norway
Men,5000 m B2,Gold,RUIZ Mariano,Athletics,1988,Spain
Men,5000 m B2,Silver,PAVON Michel,Athletics,1988,France
Men,5000 m B2,Bronze,POMYKALOV A.,Athletics,1988,Soviet Union
Men,5000 m B3,Gold,TALBOTT Carlos,Athletics,1988,United States
Men,5000 m B3,Silver,FARNELL Mark,Athletics,1988,Great Britain
Men,5000 m B3,Bronze,STANSELL Leamon,Athletics,1988,United States
Men,5000 m 2,Gold,PETERSEN Wolfgang,Athletics,1988,Federal Republic of Germany
Men,5000 m 2,Silver,FREI Heinz,Athletics,1988,Switzerland
Men,5000 m 2,Bronze,MARKLEIN Errol,Athletics,1988,Federal Republic of Germany
Men,5000 m 3,Gold,VAN WINKEL Paul,Athletics,1988,Belgium
Men,5000 m 3,Silver,GOLOMBEK Gregor,Athletics,1988,Federal Republic of Germany
Men,5000 m 3,Bronze,VIGER Andre,Athletics,1988,Canada
Men,5000 m 4,Gold,AMAROUCHE Farid,Athletics,1988,France
Men,5000 m 4,Silver,POITEVIN Jean Francois,Athletics,1988,France
Men,5000 m 4,Bronze,MENDOZA HERNANDEZ Saul,Athletics,1988,Mexico
Men,5000 m 5-6,Gold,NIETLISPACH Franz,Athletics,1988,Switzerland
Men,5000 m 5-6,Silver,RIOS Jose Manuel,Athletics,1988,Mexico
Men,5000 m 5-6,Bronze,VAN BREEMEN Iwan,Athletics,1988,Netherlands
Men,10000 m A6A8A9L4,Gold,HWANG Hyun Sik,Athletics,1988,South Korea
Men,10000 m A6A8A9L4,Silver,NARANEN Jari,Athletics,1988,Finland
Men,10000 m A6A8A9L4,Bronze,ARVIER Jean-Yves,Athletics,1988,France
Men,10000 m 2,Gold,FREI Heinz,Athletics,1988,Switzerland
Men,10000 m 2,Silver,PETERSEN Wolfgang,Athletics,1988,Federal Republic of Germany
Men,10000 m 2,Bronze,BERSET Jean-Marc,Athletics,1988,Switzerland
Men,10000 m 3,Gold,GOLOMBEK Gregor,Athletics,1988,Federal Republic of Germany
Men,10000 m 3,Silver,VIGER Andre,Athletics,1988,Canada
Men,10000 m 3,Bronze,SCHEIDEGGER Urs,Athletics,1988,Switzerland
Men,10000 m 4,Gold,POITEVIN Jean Francois,Athletics,1988,France
Men,10000 m 4,Silver,AMAROUCHE Farid,Athletics,1988,France
Men,10000 m 4,Bronze,DAHLBERG Antti,Athletics,1988,Finland
Men,10000 m 5,Gold,VAN BREEMEN Iwan,Athletics,1988,Netherlands
Men,10000 m 5,Silver,PUFFENBERGER John,Athletics,1988,United States
Men,10000 m 5,Bronze,AHMAD Nezar,Athletics,1988,Kuwait
Men,Marathon 1A,Gold,KOEBERLE Heinrich,Athletics,1988,Federal Republic of Germany
Men,Marathon 1A,Silver,KUESCHALL Rainer,Athletics,1988,Switzerland
Men,Marathon 1A,Bronze,DODSON Bart,Athletics,1988,United States
Men,Marathon 1B,Gold,RAYMOND Serge,Athletics,1988,Canada
Men,Marathon 1B,Silver,MATTSSON Jan-Owe,Athletics,1988,Sweden
Men,Marathon 1B,Bronze,GEREIN Clayton,Athletics,1988,Canada
Men,Marathon 1C,Gold,BREWER John,Athletics,1988,United States
Men,Marathon 1C,Silver,DUFTY Alan,Athletics,1988,Australia
Men,Marathon 1C,Bronze,KASTNER Johann,Athletics,1988,Federal Republic of Germany
Men,Marathon A1-3A9L1-2,Gold,BADID Mustapha,Athletics,1988,France
Men,Marathon A1-3A9L1-2,Silver,COUPRIE Philippe,Athletics,1988,France
Men,Marathon A1-3A9L1-2,Bronze,VINCE Ted,Athletics,1988,Canada
Men,Marathon B1,Gold,GAASEMYR Joerund,Athletics,1988,Norway
Men,Marathon B1,Silver,JAKUBOVICH David,Athletics,1988,Israel
Men,Marathon B1,Bronze,SESTREM Carlos Roberto,Athletics,1988,Brazil
Men,Marathon B2,Gold,BRUNT Stephen,Athletics,1988,Great Britain
Men,Marathon B2,Silver,COLLET Paul,Athletics,1988,France
Men,Marathon B2,Bronze,MILLS David,Athletics,1988,New Zealand
Men,Marathon B3,Gold,TALBOTT Carlos,Athletics,1988,United States
Men,Marathon B3,Silver,FARNELL Mark,Athletics,1988,Great Britain
Men,Marathon B3,Bronze,MIECH Wieslaw,Athletics,1988,Poland
Men,Marathon 2,Gold,QUESSY Marc,Athletics,1988,Canada
Men,Marathon 2,Silver,CLARK Paul,Athletics,1988,Canada
Men,Marathon 2,Bronze,TRUJILLO Michael,Athletics,1988,United States
Men,Marathon 3,Gold,VIGER Andre,Athletics,1988,Canada
Men,Marathon 3,Silver,SCHEIDEGGER Urs,Athletics,1988,Switzerland
Men,Marathon 3,Bronze,CARPENTER Phil,Athletics,1988,United States
Men,Marathon 4,Gold,POITEVIN Jean Francois,Athletics,1988,France
Men,Marathon 4,Silver,AMAROUCHE Farid,Athletics,1988,France
Men,Marathon 4,Bronze,IBARRA Rafael,Athletics,1988,United States
Men,Marathon 5-6,Gold,PUFFENBERGER John,Athletics,1988,United States
Men,Marathon 5-6,Silver,FORAN Tom,Athletics,1988,United States
Men,Marathon 5-6,Bronze,SCHRATTENECKER Georg,Athletics,1988,Austria
Men,Cross Country 3000 m C6,Gold,SANDS James,Athletics,1988,Great Britain
Men,Cross Country 3000 m C6,Silver,KIM Dae Kwan,Athletics,1988,South Korea
Men,Cross Country 3000 m C6,Bronze,ELABED Monaam,Athletics,1988,Tunisia
Men,Cross Country 5000 m C7,Gold,GOVAERTS Benny,Athletics,1988,Belgium
